year,month,day,hour,minute,second,Latitude [DD], Longitude [DD],Altitude [m]
2020,2,12,17,47,58,32.111333,34.808252,46.3
2020,2,12,17,48,28,32.111296,34.80846,47.3
2020,2,12,17,48,58,32.111505,34.808356,48.3
2020,2,12,17,49,29,32.111265,34.808308,48.7
2020,2,12,17,49,59,32.1112,34.808107,45.8
2020,2,12,17,50,29,32.111417,34.808385,46.9
2020,2,12,17,51,0,32.111239,34.808163,46.5
2020,2,12,17,51,30,32.111398,34.808572,47.2
2020,2,12,17,52,0,32.111302,34.80831,48.5
2020,2,12,17,52,31,32.111134,34.808362,49
2020,2,12,17,53,1,32.111614,34.808672,52.1
2020,2,12,17,53,32,32.112938,34.808634,51
2020,2,12,17,54,2,32.11328,34.809302,49.7
2020,2,12,17,54,32,32.113675,34.809663,48.6
2020,2,12,17,55,3,32.11428,34.809673,49.1
2020,2,12,17,55,33,32.114042,34.809641,47.8
2020,2,12,17,56,3,32.113669,34.809517,49.3
2020,2,12,17,56,34,32.113874,34.809458,50.2
2020,2,12,17,57,4,32.113603,34.809374,48.2
2020,2,12,17,57,34,32.113894,34.809693,48.1
2020,2,12,17,58,35,32.113977,34.809708,47.4
2020,2,12,17,59,5,32.113949,34.809589,46.3
2020,2,12,17,59,36,32.113927,34.809443,48.5
2020,2,12,18,0,6,32.113936,34.809698,46
2020,2,12,18,0,37,32.113849,34.809587,43.7
2020,2,12,18,1,7,32.11393,34.809713,47.3
2020,2,12,18,1,37,32.113784,34.809428,48.1
2020,2,12,18,2,8,32.113891,34.809555,48.4
2020,2,12,18,2,38,32.113859,34.809512,49.2
2020,2,12,18,3,8,32.113692,34.809679,53.1
2020,2,12,18,3,39,32.113924,34.809649,51.4
2020,2,12,18,4,9,32.113816,34.809447,51
2020,2,12,18,4,40,32.114021,34.809442,50
2020,2,12,18,5,10,32.113843,34.809611,46.8
2020,2,12,18,5,40,32.11382,34.809543,46
2020,2,12,18,6,11,32.113839,34.809594,42.1
2020,2,12,18,6,41,32.113961,34.809575,43.1
2020,2,12,18,7,11,32.11398,34.80977,44.5
2020,2,12,18,7,42,32.11385,34.809608,40.5
2020,2,12,18,8,12,32.113894,34.809658,40.4
2020,2,12,18,8,42,32.113873,34.809525,42.4
2020,2,12,18,9,13,32.11391,34.809533,40.2
2020,2,12,18,9,43,32.113775,34.809483,44.9
2020,2,12,18,10,13,32.113634,34.809583,40.4
2020,2,12,18,10,44,32.113927,34.809588,43
2020,2,12,18,11,14,32.113923,34.809515,43
2020,2,12,18,11,45,32.113952,34.809683,42.4
2020,2,12,18,12,15,32.113828,34.809494,44.7
2020,2,12,18,12,45,32.113963,34.809354,44.7
2020,2,12,18,13,16,32.113941,34.809668,43.6
2020,2,12,18,13,46,32.113895,34.809462,48.3
2020,2,12,18,14,16,32.114085,34.809373,51.4
2020,2,12,18,14,47,32.113839,34.809707,49.8
2020,2,12,18,15,17,32.113927,34.809591,51.2
2020,2,12,18,15,47,32.113889,34.809553,49.2
2020,2,12,18,16,18,32.113908,34.809479,51
2020,2,12,18,16,48,32.11392,34.809666,53.3
2020,2,12,18,17,19,32.113895,34.809526,51
2020,2,12,18,17,49,32.113814,34.809707,47.3
2020,2,12,18,18,19,32.113935,34.809642,47.4
2020,2,12,18,18,50,32.113918,34.809595,51.9
2020,2,12,18,19,20,32.114079,34.809666,51.5
2020,2,12,18,19,50,32.113879,34.809745,50.6
2020,2,12,18,20,21,32.114059,34.809543,50.3
2020,2,12,18,20,51,32.11384,34.809614,49.2
2020,2,12,18,21,21,32.114064,34.809824,51.1
2020,2,12,18,21,52,32.113654,34.809691,49.9
2020,2,12,18,22,22,32.113927,34.809562,48.9
2020,2,12,18,22,53,32.113604,34.809096,47.9
2020,2,12,18,23,23,32.114076,34.809834,45.3
2020,2,12,18,23,53,32.113955,34.809693,45.1
2020,2,12,18,24,24,32.114159,34.80969,48.8
2020,2,12,18,24,54,32.113879,34.80972,49.6
2020,2,12,18,25,24,32.113874,34.809614,50.8
2020,2,12,18,25,55,32.113926,34.80983,48.9
2020,2,12,18,26,25,32.114105,34.809652,49.1
2020,2,12,18,26,55,32.113902,34.809591,53.9
2020,2,12,18,27,26,32.113929,34.809458,52.8
2020,2,12,18,27,56,32.114036,34.809701,55.5
2020,2,12,18,28,27,32.113961,34.809961,56.9
2020,2,12,18,28,57,32.114025,34.809721,57.6
2020,2,12,18,29,27,32.114155,34.809573,56.7
2020,2,12,18,29,58,32.113973,34.809593,55
2020,2,12,18,30,28,32.114024,34.809413,49.6
2020,2,12,18,30,58,32.114033,34.809864,50.6
2020,2,12,18,31,59,32.112998,34.808967,51.2
2020,2,12,18,32,29,32.112745,34.808515,51.5
2020,2,12,18,33,0,32.112422,34.808521,51.4
2020,2,12,18,33,30,32.111209,34.808273,53.4
2020,2,12,18,34,1,32.111506,34.80849,53
2020,2,12,18,34,31,32.111137,34.807833,52.1
2020,2,12,18,35,1,32.110966,34.808277,52.7
2020,2,12,18,35,32,32.111058,34.807643,54.1
2020,2,12,18,36,2,32.111036,34.807769,55.1
2020,2,12,18,36,32,32.110999,34.807802,55.7
2020,2,12,18,37,3,32.111387,34.808047,59.3
2020,2,12,18,37,33,32.111329,34.808102,60.3
2020,2,12,18,38,3,32.111236,34.808324,59.7
2020,2,12,18,38,34,32.111121,34.808388,60.5
2020,2,12,18,39,4,32.111274,34.80826,59.7
2020,2,12,18,39,35,32.111581,34.808607,59.1
2020,2,12,18,40,5,32.111796,34.808067,57.7
2020,2,12,18,40,35,32.111672,34.808492,55
2020,2,12,18,41,6,32.112039,34.807863,55
2020,2,12,18,41,36,32.112956,34.808046,58
2020,2,12,18,42,6,32.112597,34.808112,59.3
2020,2,12,18,43,7,32.112902,34.809341,59.2
2020,2,12,18,43,38,32.112579,34.80898,52.6
2020,2,12,18,44,8,32.113057,34.809124,51.8
2020,2,12,18,44,38,32.112916,34.809394,49.6
2020,2,12,18,45,9,32.112896,34.809182,46.2
2020,2,12,18,45,39,32.112935,34.809139,44.2
2020,2,12,18,46,9,32.112967,34.809241,46
2020,2,12,18,46,40,32.113064,34.809104,47.8
2020,2,12,18,47,10,32.112927,34.809303,49.5
2020,2,12,18,47,40,32.112835,34.809277,51.2
2020,2,12,18,48,11,32.112877,34.809156,50.5
2020,2,12,18,48,41,32.112802,34.809292,46.1
2020,2,12,18,49,12,32.112728,34.809173,45.6
2020,2,12,18,49,42,32.112707,34.809086,47.8
2020,2,12,18,50,12,32.112814,34.809308,54.1
2020,2,12,18,50,43,32.112862,34.809159,53.2
2020,2,12,18,51,13,32.112818,34.809203,50.7
2020,2,12,18,51,43,32.112792,34.809155,49.7
2020,2,12,18,52,14,32.112955,34.809208,46.8
2020,2,12,18,52,44,32.112726,34.809282,44.5
2020,2,12,18,53,14,32.112749,34.809602,43
2020,2,12,18,53,45,32.112791,34.809321,43.2
2020,2,12,18,54,15,32.113013,34.809353,43.3
2020,2,12,18,54,46,32.112838,34.809396,42.8
2020,2,12,18,55,16,32.11282,34.809226,40.9
2020,2,12,18,55,46,32.11281,34.809232,37.1
2020,2,12,18,56,17,32.112898,34.80903,37
2020,2,12,18,56,47,32.112728,34.809244,38.5
2020,2,12,18,57,17,32.112815,34.809216,36.3
2020,2,12,18,57,48,32.112878,34.809257,36
2020,2,12,18,58,18,32.112829,34.809234,38.7
2020,2,12,18,58,48,32.112695,34.809223,40.5
2020,2,12,18,59,19,32.112725,34.80905,37.3
2020,2,12,18,59,49,32.112765,34.809238,39.4
2020,2,12,19,0,20,32.112962,34.809176,40.1
2020,2,12,19,0,50,32.11283,34.809124,44.6
2020,2,12,19,1,20,32.112926,34.809144,47.1
2020,2,12,19,1,51,32.112976,34.80908,47.6
2020,2,12,19,2,21,32.112881,34.809188,48.8
2020,2,12,19,2,51,32.112833,34.809098,48.4
2020,2,12,19,3,22,32.112771,34.809252,49.4
2020,2,12,19,3,52,32.112767,34.809094,47.8
2020,2,12,19,4,23,32.112746,34.809239,46.2
2020,2,12,19,4,53,32.112839,34.809229,42.9
2020,2,12,19,5,23,32.112801,34.809229,46.5
2020,2,12,19,5,54,32.112817,34.809127,50
2020,2,12,19,6,24,32.112723,34.809195,47.7
2020,2,12,19,6,54,32.112864,34.809119,47.9
2020,2,12,19,7,25,32.112842,34.809189,51.2
2020,2,12,19,7,55,32.112821,34.809133,54.2
2020,2,12,19,8,25,32.112824,34.809228,53.4
2020,2,12,19,8,56,32.112926,34.809149,55.1
2020,2,12,19,9,26,32.113019,34.809179,55.9
2020,2,12,19,9,57,32.112899,34.809195,51.1
2020,2,12,19,10,27,32.112774,34.809324,49.2
2020,2,12,19,10,57,32.112907,34.809175,52.5
2020,2,12,19,11,28,32.112751,34.809212,51.1
2020,2,12,19,11,58,32.112864,34.809137,51.6
2020,2,12,19,12,28,32.112878,34.80921,48.6
2020,2,12,19,12,59,32.11289,34.8092,50.4
2020,2,12,19,13,29,32.112865,34.809094,54.1
2020,2,12,19,13,59,32.11305,34.809037,53.4
2020,2,12,19,14,30,32.112821,34.809186,52.3
2020,2,12,19,15,0,32.112804,34.809317,51.5
2020,2,12,19,15,31,32.112819,34.809454,50.8
2020,2,12,19,16,1,32.112793,34.809106,55.1
2020,2,12,19,16,31,32.112897,34.809256,49.4
2020,2,12,19,17,2,32.112785,34.808918,50.4
2020,2,12,19,17,32,32.111448,34.80859,50.8
2020,2,12,19,18,2,32.111128,34.807867,49.8
2020,2,12,19,19,3,32.111092,34.808173,47.8
2020,2,12,19,19,34,32.111449,34.808249,47.7
2020,2,12,19,20,4,32.110986,34.807715,47.9
2020,2,12,19,20,34,32.110985,34.807817,46.7
2020,2,12,19,21,5,32.11094,34.807967,46.3
2020,2,12,20,14,14,32.112236,34.808926,45.9
2020,2,12,20,14,44,32.112781,34.808569,45.2
2020,2,12,20,15,14,32.112869,34.808662,45
2020,2,12,20,15,45,32.112777,34.808703,43.9
2020,2,12,20,16,15,32.112875,34.809083,46.3
2020,2,12,20,16,45,32.112944,34.809255,48.4
2020,2,12,20,17,16,32.112991,34.809147,51.3
2020,2,12,20,17,46,32.112767,34.809269,49.6
2020,2,12,20,18,16,32.112993,34.809241,48.5
2020,2,12,20,18,47,32.112913,34.809065,53.7
2020,2,12,20,19,17,32.112758,34.809084,53.3
2020,2,12,20,19,48,32.112742,34.809364,50.4
2020,2,12,20,20,18,32.112948,34.80915,46.4
2020,2,12,20,20,48,32.113088,34.808948,45.3
2020,2,12,20,21,19,32.112985,34.80922,42.8
2020,2,12,20,21,49,32.112862,34.809107,44.3
2020,2,12,20,22,19,32.112631,34.809087,50.5
2020,2,12,20,22,50,32.112916,34.809177,54.1
2020,2,12,20,23,20,32.112687,34.809275,55.3
2020,2,12,20,23,51,32.112806,34.809258,52.9
2020,2,12,20,24,21,32.112735,34.809257,52.9
2020,2,12,20,24,51,32.112896,34.809196,50.7
2020,2,12,20,25,22,32.112882,34.808976,49.8
2020,2,12,20,25,52,32.112903,34.809263,50.7
2020,2,12,20,26,22,32.112793,34.809164,54.5
2020,2,12,20,26,53,32.112761,34.809134,52.9
2020,2,12,20,27,23,32.11281,34.809136,53.4
2020,2,12,20,27,54,32.112883,34.808877,56.6
2020,2,12,20,28,24,32.113216,34.808474,54.6
2020,2,12,20,28,54,32.113087,34.809273,55.6
2020,2,12,20,29,25,32.113142,34.80932,52.7
2020,2,12,20,29,55,32.112912,34.809353,50.9
2020,2,12,20,30,25,32.113035,34.809225,53.2
2020,2,12,20,30,56,32.112764,34.809369,51.7
2020,2,12,20,31,26,32.112875,34.809228,53.1
2020,2,12,20,31,57,32.112851,34.809096,49.9
2020,2,12,20,32,27,32.112843,34.809286,50.5
2020,2,12,20,32,57,32.112761,34.809145,50.6
2020,2,12,20,33,28,32.112832,34.809065,47.4
2020,2,12,20,33,58,32.112919,34.809125,44.7
2020,2,12,20,34,28,32.112825,34.809256,43.4
2020,2,12,20,34,59,32.11281,34.809144,47.4
2020,2,12,20,35,29,32.112958,34.8092,49.2
2020,2,12,20,36,0,32.112959,34.809296,49.5
2020,2,12,20,36,30,32.112833,34.809175,51.2
2020,2,12,20,37,0,32.112742,34.809108,50.9
2020,2,12,20,37,31,32.113116,34.808816,50.4
2020,2,12,20,38,1,32.112878,34.808888,48.8
2020,2,12,20,38,31,32.113081,34.808945,48.8
2020,2,12,20,39,2,32.113136,34.808979,46.7
2020,2,12,20,39,32,32.112803,34.808904,44.8
2020,2,12,20,41,3,32.112705,34.808697,45.6
2020,2,12,20,41,34,32.112848,34.808499,44
2020,2,12,20,42,4,32.113368,34.808872,43.6
2020,2,12,20,42,34,32.115451,34.809451,42.2
2020,2,12,20,43,5,32.115828,34.809199,42.7
2020,2,12,20,44,6,32.117171,34.809371,41.5
2020,2,12,20,44,36,32.117715,34.809852,40.3
2020,2,12,20,45,6,32.118082,34.809419,40.5
2020,2,12,20,45,37,32.119101,34.809354,42.2
2020,2,12,20,46,7,32.119111,34.807488,43.4
2020,2,12,20,46,37,32.11845,34.808324,43.4
2020,2,12,20,47,8,32.118444,34.808666,42.8
2020,2,12,20,47,38,32.117931,34.807873,40.6
2020,2,12,20,48,9,32.118118,34.807261,39.9
2020,2,12,20,48,39,32.117796,34.805563,37.6
2020,2,12,20,49,9,32.11802,34.804462,37.6
2020,2,12,20,49,40,32.117949,34.804975,37
2020,2,12,20,50,10,32.117841,34.805259,38.3
2020,2,12,20,50,40,32.118605,34.806838,45
2020,2,12,20,51,11,32.118033,34.807141,47.8
2020,2,12,20,51,41,32.117945,34.807582,46.1
2020,2,12,20,52,12,32.118241,34.808048,46.2
2020,2,12,20,52,42,32.118171,34.807981,45
2020,2,12,20,54,13,32.117368,34.809658,43.9
2020,2,12,20,54,43,32.117189,34.809319,44.1
2020,2,12,20,55,14,32.117248,34.809584,43.8
2020,2,12,20,55,44,32.117375,34.809859,43.2
2020,2,12,20,56,15,32.117193,34.809456,42.9
2020,2,12,20,56,45,32.117166,34.809273,42.2
2020,2,12,20,57,46,32.117028,34.809725,42.8
2020,2,12,20,58,16,32.117384,34.809259,41.9
2020,2,12,20,59,17,32.117339,34.809312,40
2020,2,12,20,59,47,32.117157,34.809302,39.3
2020,2,12,21,0,17,32.117519,34.809346,38.1
2020,2,12,21,0,48,32.117371,34.809303,39.3
2020,2,12,21,1,18,32.117377,34.809263,39.6
2020,2,12,21,1,49,32.11728,34.809268,38.5
2020,2,12,21,2,19,32.11709,34.809173,35.4
2020,2,12,21,2,49,32.117358,34.809237,35.2
2020,2,12,21,3,50,32.117384,34.809246,34.8
2020,2,12,21,4,21,32.116933,34.809719,34.2
2020,2,12,21,4,51,32.117642,34.809274,33.5
2020,2,12,21,6,22,32.115543,34.809118,33.3
2020,2,12,21,6,52,32.114917,34.809088,34.2
2020,2,12,21,7,23,32.114858,34.808756,32.7
2020,2,12,21,7,53,32.115086,34.809172,32.5
2020,2,12,21,8,24,32.113884,34.809148,35.1
2020,2,12,21,8,54,32.112586,34.808546,41.4
2020,2,12,21,9,24,32.112891,34.808587,42
2020,2,12,21,9,55,32.112697,34.808553,41.8
2020,2,12,21,10,25,32.112927,34.808803,40.6
2020,2,12,21,10,55,32.112562,34.808613,41.1
2020,2,12,21,11,26,32.112716,34.808759,40.5
2020,2,12,21,12,27,32.112884,34.808505,39.4
2020,2,12,21,12,57,32.112849,34.808931,38.9
2020,2,12,21,13,27,32.112816,34.808824,36.3
2020,2,12,21,13,58,32.113003,34.809128,38.4
2020,2,12,21,14,28,32.112676,34.809282,36.4
2020,2,12,21,14,58,32.112745,34.809264,37.1
2020,2,12,21,15,29,32.112879,34.809316,39.8
2020,2,12,21,15,59,32.112666,34.809158,41.9
2020,2,12,21,16,30,32.112642,34.809268,41.2
2020,2,12,21,17,0,32.112804,34.809046,40
2020,2,12,21,17,30,32.112735,34.809107,41.9
2020,2,12,21,18,1,32.112771,34.809157,41.4
2020,2,12,21,18,31,32.112645,34.809229,40.7
2020,2,12,21,19,1,32.112762,34.808959,40.3
2020,2,12,21,19,32,32.112882,34.808942,44.3
2020,2,12,21,20,2,32.112959,34.809044,44.3
2020,2,12,21,20,33,32.112854,34.809004,48.7
2020,2,12,21,21,3,32.112794,34.80927,48.9
2020,2,12,21,21,33,32.11277,34.809099,48.1
2020,2,12,21,22,4,32.112737,34.809254,50.5
2020,2,12,21,22,34,32.112978,34.808817,49.5
2020,2,12,21,23,4,32.11281,34.809157,52
2020,2,12,21,23,35,32.112771,34.809199,51.2
2020,2,12,21,24,5,32.112727,34.808726,52
2020,2,12,21,24,36,32.111784,34.808812,50.4
2020,2,12,21,25,6,32.110926,34.807753,52.2
2020,2,12,21,25,36,32.111006,34.807825,50.9
2020,2,12,21,26,7,32.110783,34.80761,51.7
2020,2,13,2,46,58,32.110949,34.807855,51.2
2020,2,13,2,47,29,32.112605,34.808767,50.9
2020,2,13,2,47,59,32.112884,34.808431,56.4
2020,2,13,2,48,29,32.114686,34.80959,55
2020,2,13,2,49,30,32.117262,34.809574,56.6
2020,2,13,2,50,1,32.116853,34.809457,54.6
2020,2,13,2,50,31,32.117115,34.80938,54.6
2020,2,13,2,51,1,32.1166,34.809427,53.9
2020,2,13,2,51,32,32.117244,34.809288,52.2
2020,2,13,2,52,2,32.117239,34.809327,54.7
2020,2,13,2,52,33,32.117265,34.80927,53.1
2020,2,13,2,53,33,32.117234,34.809351,53.8
2020,2,13,2,54,4,32.117179,34.809486,52.1
2020,2,13,2,54,34,32.117161,34.809355,51
2020,2,13,2,55,5,32.117268,34.808858,38.3
2020,2,13,2,55,35,32.117003,34.807782,41.8
2020,2,13,2,56,5,32.116674,34.807932,41.9
2020,2,13,2,56,36,32.117841,34.807574,46
2020,2,13,2,57,6,32.117876,34.80742,46.7
2020,2,13,2,57,37,32.118815,34.806706,46.1
2020,2,13,2,58,7,32.119005,34.806543,47.9
2020,2,13,2,58,37,32.119044,34.806335,47.9
2020,2,13,2,59,8,32.118769,34.806402,45.7
2020,2,13,2,59,38,32.118236,34.806798,45.6
2020,2,13,3,0,9,32.118962,34.806465,44.8
2020,2,13,3,0,39,32.118797,34.806556,48.9
2020,2,13,3,1,9,32.118933,34.80724,53.3
2020,2,13,3,1,40,32.119639,34.80653,53.2
2020,2,13,3,2,10,32.120702,34.805148,53.3
2020,2,13,3,2,41,32.120921,34.803055,53.3
2020,2,13,3,3,41,32.1208,34.804893,51.3
2020,2,13,3,4,12,32.120933,34.80369,52.2
2020,2,13,3,4,42,32.121074,34.804623,50.9
2020,2,13,3,5,13,32.121288,34.803892,50.4
2020,2,13,3,5,43,32.122898,34.804279,49.9
2020,2,13,3,6,13,32.123072,34.804242,52.3
2020,2,13,3,6,44,32.123072,34.804488,50
2020,2,13,3,7,14,32.122805,34.804536,54.1
2020,2,13,3,7,45,32.124297,34.804836,56.6
2020,2,13,3,8,15,32.124757,34.806035,54.2
2020,2,13,3,8,45,32.125094,34.806185,52.2
2020,2,13,3,9,16,32.126223,34.806685,53.9
2020,2,13,3,9,46,32.127506,34.806492,55.5
2020,2,13,3,10,17,32.128131,34.805146,54.4
2020,2,13,3,10,47,32.128935,34.804808,52.9
2020,2,13,3,11,17,32.130059,34.804773,51.9
2020,2,13,3,11,48,32.131073,34.804373,50.4
2020,2,13,3,12,18,32.1312,34.805438,50.9
2020,2,13,3,12,49,32.131149,34.807507,51.4
2020,2,13,3,13,19,32.130222,34.807354,48.6
2020,2,13,3,13,49,32.130183,34.804433,48.7
2020,2,13,3,14,20,32.129604,34.804666,47.2
2020,2,13,3,15,21,32.130128,34.804407,43.8
2020,2,13,3,15,51,32.128211,34.804273,45.8
2020,2,13,3,16,22,32.127537,34.805438,46.2
2020,2,13,3,16,52,32.127752,34.805564,47.1
2020,2,13,3,17,22,32.12802,34.804794,48
2020,2,13,3,17,53,32.128483,34.803095,47.6
2020,2,13,3,18,23,32.128389,34.80092,45.9
2020,2,13,3,18,54,32.128312,34.799728,45.1
2020,2,13,3,19,24,32.127748,34.800533,49.2
2020,2,13,3,19,54,32.126803,34.8009,51.8
2020,2,13,3,20,25,32.126807,34.800231,54
2020,2,13,3,20,55,32.126787,34.800407,55.3
2020,2,13,3,21,26,32.126792,34.800063,56.7
2020,2,13,3,21,56,32.126938,34.800058,57.9
2020,2,13,3,22,26,32.126842,34.800295,56.3
2020,2,13,3,22,57,32.126992,34.801629,58.9
2020,2,13,3,23,27,32.12713,34.802194,56.5
2020,2,13,3,23,58,32.126756,34.802173,57.8
2020,2,13,3,24,28,32.126865,34.801903,55.5
2020,2,13,3,24,58,32.126862,34.802075,55.8
2020,2,13,3,25,29,32.126826,34.801992,53.9
2020,2,13,3,25,59,32.125997,34.803041,55.9
2020,2,13,3,26,30,32.1253,34.804571,56.2
2020,2,13,3,27,30,32.125265,34.805323,56.8
2020,2,13,3,28,1,32.124924,34.80528,57.2
2020,2,13,3,28,31,32.124698,34.805677,54.5
2020,2,13,3,29,2,32.124193,34.805881,55.1
2020,2,13,3,29,32,32.122754,34.805119,53.1
2020,2,13,3,30,2,32.122111,34.805116,48.6
2020,2,13,3,30,33,32.121252,34.804491,51.2
2020,2,13,3,31,3,32.121349,34.804188,49.9
2020,2,13,3,32,4,32.120664,34.80486,49.8
2020,2,13,3,32,34,32.120661,34.804922,49.4
2020,2,13,3,33,5,32.119684,34.806162,50.7
2020,2,13,3,33,35,32.119399,34.807534,51.1
2020,2,13,3,34,6,32.117932,34.808357,51.6
2020,2,13,3,34,36,32.116771,34.809603,51
2020,2,13,3,35,7,32.116983,34.809601,50.8
2020,2,13,3,35,37,32.117075,34.809453,51.4
2020,2,13,3,36,7,32.117122,34.809603,51.6
2020,2,13,3,36,38,32.117205,34.80936,51.4
2020,2,13,3,37,8,32.117153,34.809638,48.8
2020,2,13,3,37,39,32.115632,34.809495,45.8
2020,2,13,3,38,9,32.113502,34.809705,45
2020,2,13,3,38,39,32.113137,34.808703,48.4
2020,2,13,3,39,10,32.112846,34.80881,48
2020,2,13,3,39,40,32.112729,34.80855,48.4
2020,2,13,3,40,11,32.113306,34.808505,48.1
2020,2,13,3,40,41,32.112252,34.808823,45.8
2020,2,13,3,41,11,32.111448,34.808296,45.1
2020,2,13,3,41,42,32.111615,34.808409,44.3
2020,2,13,3,42,12,32.111702,34.806711,45.8
2020,2,13,13,48,23,32.111876,34.807153,45.8
2020,2,13,13,48,53,32.111672,34.808214,45.8
2020,2,13,18,3,59,32.111493,34.808523,5.6
2020,2,13,18,6,1,32.11116,34.808325,7.2
2020,2,13,18,6,31,32.112666,34.809206,11.3
2020,2,13,18,7,1,32.112748,34.809105,13.4
2020,2,13,18,7,31,32.11283,34.809219,14.4
2020,2,13,18,8,2,32.113286,34.809217,16.7
2020,2,13,18,8,32,32.114049,34.80959,14.8
2020,2,13,18,9,2,32.113946,34.809583,13.6
2020,2,13,18,9,33,32.11375,34.809625,17.4
2020,2,13,18,10,3,32.113926,34.809494,19.3
2020,2,13,18,10,33,32.113764,34.809438,19.5
2020,2,13,18,11,4,32.113758,34.809606,19.4
2020,2,13,18,11,34,32.113652,34.80974,21
2020,2,13,18,12,4,32.113788,34.809619,20.6
2020,2,13,18,12,34,32.11389,34.809627,24
2020,2,13,18,13,5,32.113764,34.809716,23.6
2020,2,13,18,13,35,32.113885,34.809512,24.6
2020,2,13,18,14,5,32.113793,34.809415,29.6
2020,2,13,18,14,36,32.113884,34.809613,28.1
2020,2,13,18,15,6,32.11371,34.809687,30.7
2020,2,13,18,15,36,32.113964,34.809512,34.5
2020,2,13,18,16,6,32.113876,34.80951,32.8
2020,2,13,18,16,37,32.113976,34.809653,37.1
2020,2,13,18,17,37,32.113831,34.809765,33.3
2020,2,13,18,18,8,32.113973,34.809476,38.8
2020,2,13,18,18,38,32.113913,34.809542,38.1
2020,2,13,18,19,8,32.113923,34.809464,39.2
2020,2,13,18,19,39,32.11397,34.809629,40.8
2020,2,13,18,20,9,32.1139,34.809629,35.6
2020,2,13,18,20,39,32.113787,34.809429,33.8
2020,2,13,18,21,9,32.113964,34.809637,36.2
2020,2,13,18,21,40,32.113883,34.809695,32
2020,2,13,18,22,10,32.113975,34.809718,31.4
2020,2,13,18,22,40,32.114017,34.809647,35.9
2020,2,13,18,23,11,32.113931,34.809598,35.9
2020,2,13,18,23,41,32.11398,34.809472,35.3
2020,2,13,18,24,11,32.114065,34.809613,45.5
2020,2,13,18,24,41,32.1138,34.809623,44
2020,2,13,18,25,12,32.113877,34.809627,45
2020,2,13,18,25,42,32.11397,34.809598,47.1
2020,2,13,18,26,43,32.114019,34.809628,46.6
2020,2,13,18,27,13,32.113774,34.809592,49
2020,2,13,18,27,43,32.113773,34.810272,53
2020,2,13,18,28,13,32.113985,34.809553,51.2
2020,2,13,18,28,44,32.114149,34.809689,51.5
2020,2,13,18,29,14,32.113841,34.809756,49.8
2020,2,13,18,29,44,32.113846,34.809431,52.4
2020,2,13,18,30,15,32.113952,34.809606,52.2
2020,2,13,18,30,45,32.113727,34.809812,51.6
2020,2,13,18,31,15,32.113947,34.809634,47.3
2020,2,13,18,31,46,32.11377,34.809374,50.6
2020,2,13,18,32,16,32.113982,34.80963,49.9
2020,2,13,18,32,46,32.113921,34.809578,47.7
2020,2,13,18,33,16,32.113908,34.809748,46.8
2020,2,13,18,33,47,32.112904,34.808753,46.7
2020,2,13,18,34,47,32.113064,34.80927,44.7
2020,2,13,18,35,18,32.112898,34.809265,44.7
2020,2,13,18,35,48,32.112911,34.809221,43.3
2020,2,13,18,36,18,32.113019,34.809071,47.3
2020,2,13,18,36,49,32.112749,34.809188,46.9
2020,2,13,18,37,19,32.112783,34.80931,48.7
2020,2,13,18,37,49,32.11289,34.809071,47
2020,2,13,18,38,19,32.112839,34.808641,47
2020,2,13,18,38,50,32.113043,34.809186,45.3
2020,2,13,18,39,20,32.112599,34.809288,46.3
2020,2,13,18,39,50,32.112847,34.809158,50.1
2020,2,13,18,40,21,32.112054,34.809112,50.3
2020,2,13,18,40,51,32.1129,34.809189,52.2
2020,2,13,18,41,52,32.112815,34.809374,52.3
2020,2,13,18,42,22,32.112839,34.808864,50.9
2020,2,13,18,42,52,32.112896,34.808998,51.5
2020,2,13,18,43,22,32.112002,34.808634,48.6
2020,2,13,18,43,53,32.111492,34.808433,49.4
2020,2,13,18,44,53,32.110887,34.808395,48.4
2020,2,13,18,45,54,32.111322,34.808327,49.5
2020,2,13,18,46,54,32.11127,34.808166,48.1
2020,2,13,18,47,25,32.1113,34.808044,49.8
2020,2,13,18,47,55,32.111455,34.808103,51.3
2020,2,13,18,48,25,32.111172,34.80845,54.3
2020,2,13,18,48,56,32.111379,34.808225,56.7
2020,2,13,18,49,26,32.111272,34.808428,57.5
2020,2,13,18,49,56,32.111216,34.807963,56.6
2020,2,13,18,50,57,32.111162,34.80802,57
2020,2,13,18,51,27,32.111127,34.808121,58.4
2020,2,13,18,51,57,32.111693,34.808284,59.9
2020,2,13,18,52,28,32.110875,34.808287,57.4
2020,2,13,18,52,58,32.111171,34.808161,62.2
2020,2,13,18,53,28,32.111307,34.808375,61.6
2020,2,13,18,53,59,32.111168,34.808127,70.5
2020,2,13,18,54,59,32.111366,34.808492,69.3
2020,2,13,18,55,29,32.111028,34.807657,62.7
2020,2,13,18,56,0,32.111541,34.808282,62.8
2020,2,13,18,56,30,32.111298,34.808275,59.7
2020,2,13,18,57,31,32.111094,34.808278,59.7
2020,2,13,18,58,1,32.111239,34.808097,58.1
2020,2,13,18,58,31,32.111464,34.808063,59.5
2020,2,13,18,59,2,32.111444,34.808711,58.6
2020,2,13,18,59,32,32.110859,34.809024,58.2
2020,2,13,19,0,2,32.111834,34.808297,57.6
2020,2,13,19,0,32,32.111113,34.808148,51
2020,2,13,19,1,33,32.110827,34.808732,52.2
